refinebio_accession_code,mutation_status
SRR8907879,NA
SRR8907880,NA
SRR8907881,NA
SRR8907882,NA
SRR8907883,NA
SRR8907884,NA
SRR8907885,NA
SRR8907886,NA
SRR8907887,NA
SRR8907888,NA
SRR8907889,NA
SRR8907890,NA
SRR8907891,NA
SRR8907892,NA
SRR8907893,NA
SRR8907894,NA
SRR8907895,NA
SRR8907896,NA
SRR8907897,NA
SRR8907898,NA
SRR8907899,NA
SRR8907900,NA
SRR8907901,NA
SRR8907902,NA
SRR8907903,NA
SRR8907904,NA
SRR8907905,NA
SRR8907906,NA
SRR8907907,NA
SRR8907908,NA
SRR8907909,NA
SRR8907910,NA
SRR8907911,NA
SRR8907912,NA
SRR8907913,NA
SRR8907914,NA
SRR8907915,NA
SRR8907916,NA
SRR8907917,NA
SRR8907918,NA
SRR8907919,NA
SRR8907920,NA
SRR8907921,NA
SRR8907922,NA
SRR8907923,NA
SRR8907924,NA
SRR8907925,NA
SRR8907926,NA
SRR8907927,NA
SRR8907928,NA
SRR8907929,NA
SRR8907930,NA
SRR8907931,NA
SRR8907932,NA
SRR8907933,NA
SRR8907934,NA
SRR8907935,NA
SRR8907936,NA
SRR8907937,NA
SRR8907938,NA
SRR8907939,NA
SRR8907940,NA
SRR8907941,NA
SRR8907942,NA
SRR8907943,NA
SRR8907944,NA
SRR8907945,NA
SRR8907946,NA
SRR8907947,NA
SRR8907948,NA
SRR8907949,NA
SRR8907950,NA
SRR8907951,NA
SRR8907952,NA
SRR8907953,NA
SRR8907954,NA
SRR8907955,NA
SRR8907956,NA
SRR8907957,NA
SRR8907958,NA
SRR8907959,NA
SRR8907960,NA
SRR8907961,NA
SRR8907962,NA
SRR8907963,NA
SRR8907964,NA
SRR8907965,NA
SRR8907966,NA
SRR8907967,NA
SRR8907968,NA
SRR8907969,NA
SRR8907970,NA
SRR8907971,NA
SRR8907972,NA
SRR8907973,NA
SRR8907974,NA
SRR8907975,NA
SRR8907976,NA
SRR8907977,NA
SRR8907978,NA
SRR8907979,NA
SRR8907980,NA
SRR8907981,NA
SRR8907982,NA
SRR8907983,NA
SRR8907984,NA
SRR8907985,NA
SRR8907986,NA
SRR8907987,NA
SRR8907988,NA
SRR8907989,NA
SRR8907990,NA
SRR8907991,NA
SRR8907992,NA
SRR8907993,NA
SRR8907994,NA
SRR8907995,NA
SRR8907996,NA
SRR8907997,NA
SRR8907998,NA
SRR8907999,NA
SRR8908000,NA
SRR8908001,NA
SRR8908002,NA
SRR8908003,NA
SRR8908004,NA
SRR8908005,NA
SRR8908006,NA
SRR8908007,NA
SRR8908008,NA
SRR8908009,NA
SRR8908010,NA
SRR8908011,NA
SRR8908012,NA
SRR8908013,NA
SRR8908014,NA
SRR8908015,NA
SRR8908016,NA
SRR8908017,NA
SRR8908018,NA
SRR8908019,NA
SRR8908020,NA
SRR8908021,NA
SRR8908022,NA
SRR8908023,NA
SRR8908024,NA
SRR8908025,NA
SRR8908026,NA
SRR8908027,NA
SRR8908028,NA
SRR8908029,NA
SRR8908030,NA
SRR8908031,NA
SRR8908032,NA
SRR8908033,NA
SRR8908034,NA
SRR8908035,NA
SRR8908036,NA
SRR8908037,NA
SRR8908038,NA
SRR8908039,NA
SRR8908040,NA
SRR8908041,NA
SRR8908042,NA
SRR8908043,NA
SRR8908044,NA
SRR8908045,NA
SRR8908046,NA
SRR8908047,NA
SRR8908048,NA
SRR8908049,NA
SRR8908050,NA
SRR8908051,NA
SRR8908052,NA
SRR8908053,NA
SRR8908054,NA
SRR8908055,NA
SRR8908056,NA
SRR8908057,NA
SRR8908058,NA
SRR8908059,NA
SRR8908060,NA
SRR8908061,NA
SRR8908062,NA
SRR8908063,NA
SRR8908064,NA
SRR8908065,NA
SRR8908066,NA
SRR8908067,NA
SRR8908068,NA
SRR8908069,NA
SRR8908070,NA
SRR8908071,NA
SRR8908072,NA
SRR8908073,NA
SRR8908074,NA
SRR8908075,NA
SRR8908076,NA
SRR8908077,NA
SRR8908078,NA
SRR8908079,NA
SRR8908080,NA
SRR8908081,NA
SRR8908082,NA
SRR8908083,NA
SRR8908084,NA
SRR8908085,NA
SRR8908086,NA
SRR8908087,NA
SRR8908088,NA
SRR8908089,NA
SRR8908090,NA
SRR8908091,NA
SRR8908092,NA
SRR8908093,NA
SRR8908094,NA
SRR8908095,NA
SRR8908096,NA
SRR8908097,NA
SRR8908098,NA
SRR8908099,NA
SRR8908100,NA
SRR8908101,NA
SRR8908102,NA
SRR8908103,NA
SRR8908104,NA
SRR8908105,NA
SRR8908106,NA
SRR8908107,NA
SRR8908108,NA
SRR8908109,NA
SRR8908110,NA
SRR8908111,NA
SRR8908112,NA
SRR8908113,NA
SRR8908114,NA
SRR8908115,NA
SRR8908116,NA
SRR8908117,NA
SRR8908118,NA
SRR8908119,NA
SRR8908120,NA
SRR8908121,NA
SRR8908122,NA
SRR8908123,NA
SRR8908124,NA
SRR8908125,NA
SRR8908126,NA
SRR8908127,NA
SRR8908128,NA
SRR8908129,NA
SRR8908130,NA
SRR8908131,NA
SRR8908132,NA
SRR8908133,NA
SRR8908134,NA
SRR8908135,NA
SRR8908136,NA
SRR8908137,NA
SRR8908138,NA
SRR8908139,NA
SRR8908140,NA
SRR8908141,NA
SRR8908142,NA
SRR8908143,NA
SRR8908144,NA
SRR8908145,NA
SRR8908146,NA
SRR8908147,NA
SRR8908148,NA
SRR8908149,NA
SRR8908150,NA
SRR8908151,NA
SRR8908152,NA
SRR8908153,NA
SRR8908154,NA
SRR8908155,NA
SRR8908156,NA
SRR8908157,NA
SRR8908158,NA
SRR8908159,NA
SRR8908160,NA
SRR8908161,NA
SRR8908162,NA
SRR8908163,NA
SRR8908164,NA
SRR8908165,NA
SRR8908166,NA
SRR8908167,NA
SRR8908168,NA
SRR8908169,NA
SRR8908170,NA
SRR8908171,NA
SRR8908172,NA
SRR8908173,NA
SRR8908174,NA
SRR8908175,NA
SRR8908176,NA
SRR8908177,NA
SRR8908178,NA
SRR8908179,NA
SRR8908180,NA
SRR8908181,NA
SRR8908182,NA
SRR8908183,NA
SRR8908184,NA
SRR8908185,NA
SRR8908186,NA
SRR8908187,NA
SRR8908188,NA
SRR8908189,NA
SRR8908190,NA
SRR8908191,NA
SRR8908192,NA
SRR8908193,NA
SRR8908194,NA
SRR8908195,NA
SRR8908196,NA
SRR8908197,NA
SRR8908198,NA
SRR8908199,NA
SRR8908200,NA
SRR8908201,NA
SRR8908202,NA
SRR8908203,NA
SRR8908204,NA
SRR8908205,NA
SRR8908206,NA
SRR8908207,NA
SRR8908208,NA
SRR8908209,NA
SRR8908210,NA
SRR8908211,NA
SRR8908212,NA
SRR8908213,NA
SRR8908214,NA
SRR8908215,NA
SRR8908216,NA
SRR8908217,NA
SRR8908218,NA
SRR8908219,NA
SRR8908220,NA
SRR8908221,NA
SRR8908222,NA
SRR8908223,NA
SRR8908224,NA
SRR8908225,NA
SRR8908226,NA
SRR8908227,NA
SRR8908228,NA
SRR8908229,NA
SRR8908230,NA
SRR8908231,NA
SRR8908232,NA
SRR8908233,NA
SRR8908234,NA
SRR8908235,NA
SRR8908236,NA
SRR8908237,NA
SRR8908238,NA
SRR8908239,NA
SRR8908240,NA
SRR8908241,NA
SRR8908242,NA
SRR8908243,NA
SRR8908244,NA
SRR8908245,NA
SRR8908246,NA
SRR8908247,NA
SRR8908248,NA
SRR8908249,NA
SRR8908250,NA
SRR8908251,NA
SRR8908252,NA
SRR8908253,NA
SRR8908254,NA
SRR8908255,NA
SRR8908256,NA
SRR8908257,NA
SRR8908258,NA
SRR8908259,NA
SRR8908260,NA
SRR8908261,NA
SRR8908262,NA
SRR8908263,NA
SRR8908264,NA
SRR8908265,NA
SRR8908266,NA
SRR8908267,NA
SRR8908268,NA
SRR8908269,NA
SRR8908270,NA
SRR8908271,NA
SRR8908272,NA
SRR8908273,NA
SRR8908274,NA
SRR8908275,NA
SRR8908276,NA
SRR8908277,NA
SRR8908278,NA
SRR8908279,NA
SRR8908280,NA
SRR8908281,NA
SRR8908282,NA
SRR8908283,NA
SRR8908284,NA
SRR8908285,NA
SRR8908286,NA
SRR8908287,NA
SRR8908288,NA
SRR8908289,NA
SRR8908290,NA
SRR8908291,NA
SRR8908292,NA
SRR8908293,NA
SRR8908294,NA
SRR8908295,NA
SRR8908296,NA
SRR8908297,NA
SRR8908298,NA
SRR8908299,NA
SRR8908300,NA
SRR8908301,NA
SRR8908302,NA
SRR8908303,NA
SRR8908304,NA
SRR8908305,NA
SRR8908306,NA
SRR8908307,NA
SRR8908308,NA
SRR8908309,NA
SRR8908310,NA
SRR8908311,NA
SRR8908312,NA
SRR8908313,NA
SRR8908314,NA
SRR8908315,NA
SRR8908316,NA
SRR8908317,NA
SRR8908318,NA
SRR8908319,NA
SRR8908320,NA
SRR8908321,NA
SRR8908322,NA
SRR8908323,NA
SRR8908324,NA
SRR8908325,NA
SRR8908326,NA
SRR8908327,NA
SRR8908328,NA
SRR8908329,NA
SRR8908330,NA
SRR8908331,NA
SRR8908332,NA
SRR8908333,NA
SRR8908334,NA
SRR8908335,NA
SRR8908336,NA
SRR8908337,NA
SRR8908338,NA
SRR8908339,NA
SRR8908340,NA
SRR8908341,NA
SRR8908342,NA
SRR8908343,NA
SRR8908344,NA
SRR8908345,NA
SRR8908346,NA
SRR8908347,NA
SRR8908348,NA
SRR8908349,NA
SRR8908350,NA
SRR8908351,NA
SRR8908352,NA
SRR8908353,NA
SRR8908354,NA
SRR8908355,NA
SRR8908356,NA
SRR8908357,NA
SRR8908358,NA
SRR8908359,NA
SRR8908360,NA
SRR8908361,NA
SRR8908362,NA
SRR8908363,NA
SRR8908364,NA
SRR8908365,NA
SRR8908366,NA
SRR8908367,NA
SRR8908368,NA
SRR8908369,NA
SRR8908370,NA
SRR8908371,NA
SRR8908372,NA
SRR8908373,NA
SRR8908374,NA
SRR8908375,NA
SRR8908376,NA
SRR8908377,NA
SRR8908378,NA
SRR8908379,NA
SRR8908380,NA
SRR8908381,NA
SRR8908382,NA
SRR8908383,NA
SRR8908384,NA
SRR8908385,NA
SRR8908386,NA
SRR8908387,NA
SRR8908388,NA
SRR8908389,NA
SRR8908390,NA
SRR8908391,NA
SRR8908392,NA
SRR8908393,NA
SRR8908394,NA
SRR8908395,NA
SRR8908396,NA
SRR8908397,NA
SRR8908398,NA
SRR8908399,NA
SRR8908400,NA
SRR8908401,NA
SRR8908402,NA
SRR8908403,NA
SRR8908404,NA
SRR8908405,NA
SRR8908406,NA
SRR8908407,NA
SRR8908408,NA
SRR8908409,NA
SRR8908410,NA
SRR8908411,NA
SRR8908412,NA
SRR8908413,NA
SRR8908414,NA
SRR8908415,NA
SRR8908416,NA
SRR8908417,NA
SRR8908418,NA
SRR8908419,NA
SRR8908420,NA
SRR8908421,NA
SRR8908422,NA
SRR8908423,NA
SRR8908424,NA
SRR8908425,NA
SRR8908426,NA
SRR8908427,NA
SRR8908428,NA
SRR8908429,NA
SRR8908430,NA
SRR8908431,NA
SRR8908432,NA
SRR8908433,NA
SRR8908434,NA
SRR8908435,NA
SRR8908436,NA
SRR8908437,NA
SRR8908438,NA
SRR8908439,NA
SRR8908440,NA
SRR8908441,NA
SRR8908442,NA
SRR8908443,NA
SRR8908444,NA
SRR8908445,NA
SRR8908446,NA
SRR8908447,NA
SRR8908448,NA
SRR8908449,NA
SRR8908450,NA
SRR8908451,NA
SRR8908452,NA
SRR8908453,NA
SRR8908454,NA
SRR8908455,NA
SRR8908456,NA
SRR8908457,NA
SRR8908458,NA
SRR8908459,NA
SRR8908460,NA
SRR8908461,NA
SRR8908462,NA
SRR8908463,NA
SRR8908464,NA
SRR8908465,NA
SRR8908466,NA
SRR8908467,NA
SRR8908468,NA
SRR8908469,NA
SRR8908470,NA
SRR8908471,NA
SRR8908472,NA
SRR8908473,NA
SRR8908474,NA
SRR8908475,NA
SRR8908476,NA
SRR8908477,NA
SRR8908478,NA
SRR8908479,NA
SRR8908480,NA
SRR8908481,NA
SRR8908482,NA
SRR8908483,NA
SRR8908484,NA
SRR8908485,NA
SRR8908486,NA
SRR8908487,NA
SRR8908488,NA
SRR8908489,NA
SRR8908490,NA
SRR8908491,NA
SRR8908492,NA
SRR8908493,NA
SRR8908494,NA
SRR8908495,NA
SRR8908496,NA
SRR8908497,NA
SRR8908498,NA
SRR8908499,NA
SRR8908500,NA
SRR8908501,NA
SRR8908502,NA
SRR8908503,NA
SRR8908504,NA
SRR8908505,NA
SRR8908506,NA
SRR8908507,NA
SRR8908508,NA
SRR8908509,NA
SRR8908510,NA
SRR8908511,NA
SRR8908512,NA
SRR8908513,NA
SRR8908514,NA
SRR8908515,NA
SRR8908516,NA
SRR8908517,NA
SRR8908518,NA
SRR8908519,NA
SRR8908520,NA
SRR8908521,NA
SRR8908522,NA
SRR8908523,NA
SRR8908524,NA
SRR8908525,NA
SRR8908526,NA
SRR8908527,NA
SRR8908528,NA
SRR8908529,NA
SRR8908530,NA
SRR8908531,NA
SRR8908532,NA
SRR8908533,NA
SRR8908534,NA
SRR8908535,NA
SRR8908536,NA
SRR8908537,NA
SRR8908538,NA
SRR8908539,NA
SRR8908540,NA
SRR8908541,NA
SRR8908542,NA
SRR8908543,NA
SRR8908544,NA
SRR8908545,NA
SRR8908546,NA
SRR8908547,NA
SRR8908548,NA
SRR8908549,NA
SRR8908550,NA
SRR8908551,NA
SRR8908552,NA
SRR8908553,NA
SRR8908554,NA
SRR8908555,NA
SRR8908556,NA
SRR8908557,NA
SRR8908558,NA
SRR8908559,NA
SRR8908560,NA
SRR8908561,NA
SRR8908562,NA
SRR8908563,NA
SRR8908564,NA
SRR8908565,NA
SRR8908566,NA
SRR8908567,NA
SRR8908568,NA
SRR8908569,NA
SRR8908570,NA
SRR8908571,NA
SRR8908572,NA
SRR8908573,NA
SRR8908574,NA
SRR8908575,NA
SRR8908576,NA
SRR8908577,NA
SRR8908578,NA
SRR8908579,NA
SRR8908580,NA
SRR8908581,NA
SRR8908582,NA
SRR8908583,NA
SRR8908584,NA
SRR8908585,NA
SRR8908586,NA
SRR8908587,NA
SRR8908588,NA
SRR8908589,NA
SRR8908590,NA
SRR8908591,NA
SRR8908592,NA
SRR8908593,NA
SRR8908594,NA
SRR8908595,NA
SRR8908596,NA
SRR8908597,NA
SRR8908598,NA
SRR8908599,NA
SRR8908600,NA
SRR8908601,NA
SRR8908602,NA
SRR8908603,NA
SRR8908604,NA
SRR8908605,NA
SRR8908606,NA
SRR8908607,NA
SRR8908608,NA
SRR8908609,NA
SRR8908610,NA
SRR8908611,NA
SRR8908612,NA
SRR8908613,NA
SRR8908614,NA
SRR8908615,NA
SRR8908616,NA
SRR8908617,NA
SRR8908618,NA
SRR8908619,NA
SRR8908620,NA
SRR8908621,NA
SRR8908622,NA
SRR8908623,NA
SRR8908624,NA
SRR8908625,NA
SRR8908626,NA
SRR8908627,NA
SRR8908628,NA
SRR8908629,NA
SRR8908630,NA
SRR8908631,NA
SRR8908632,NA
SRR8908633,NA
SRR8908634,NA
SRR8908635,NA
SRR8908636,NA
SRR8908637,NA
SRR8908638,NA
SRR8908639,NA
SRR8908640,NA
SRR8908641,NA
SRR8908642,NA
SRR8908643,NA
SRR8908644,NA
SRR8908645,NA
SRR8908646,NA
SRR8908647,NA
SRR8908648,NA
SRR8908649,NA
SRR8908650,NA
SRR8908651,NA
SRR8908652,NA
SRR8908653,NA
SRR8908654,NA
SRR8908655,NA
SRR8908656,NA
SRR8908657,NA
SRR8908658,NA
SRR8908659,NA
SRR8908660,NA
SRR8908661,NA
SRR8908662,NA
SRR8908663,NA
SRR8908664,NA
SRR8908665,NA
SRR8908666,NA
SRR8908667,NA
SRR8908668,NA
SRR8908669,NA
SRR8908670,NA
SRR8908671,NA
SRR8908672,NA
SRR8908673,NA
SRR8908674,NA
SRR8908675,NA
SRR8908676,NA
SRR8908677,NA
SRR8908678,NA
SRR8908679,NA
SRR8908680,NA
SRR8908681,NA
SRR8908682,NA
SRR8908683,NA
SRR8908684,NA
SRR8908685,NA
SRR8908686,NA
SRR8908687,NA
SRR8908688,NA
SRR8908689,NA
SRR8908690,NA
SRR8908691,NA
SRR8908692,NA
SRR8908693,NA
SRR8908694,NA
SRR8908695,NA
SRR8908696,NA
SRR8908697,NA
SRR8908698,NA
SRR8908699,NA
SRR8908700,NA
SRR8908701,NA
SRR8908702,NA
SRR8908703,NA
SRR8908704,NA
SRR8908705,NA
SRR8908706,NA
SRR8908707,NA
SRR8908708,NA
SRR8908709,NA
SRR8908710,NA
SRR8908711,NA
SRR8908712,NA
SRR8908713,NA
SRR8908714,NA
SRR8908715,NA
SRR8908716,NA
SRR8908717,NA
SRR8908718,NA
SRR8908719,NA
SRR8908720,NA
SRR8908721,NA
SRR8908722,NA
SRR8908723,NA
SRR8908724,NA
SRR8908725,NA
SRR8908726,NA
SRR8908727,NA
SRR8908728,NA
SRR8908729,NA
SRR8908730,NA
SRR8908731,NA
SRR8908732,NA
SRR8908733,NA
SRR8908734,NA
SRR8908735,NA
SRR8908736,NA
SRR8908737,NA
SRR8908738,NA
SRR8908739,NA
SRR8908740,NA
SRR8908741,NA
SRR8908742,NA
SRR8908743,NA
SRR8908744,NA
SRR8908745,NA
SRR8908746,NA
SRR8908747,NA
SRR8908748,NA
SRR8908749,NA
SRR8908750,NA
SRR8908751,NA
SRR8908752,NA
SRR8908753,NA
SRR8908754,NA
SRR8908755,NA
SRR8908756,NA
SRR8908757,NA
SRR8908758,NA
SRR8908759,NA
SRR8908760,NA
SRR8908761,NA
SRR8908762,NA
SRR8908763,NA
SRR8908764,NA
SRR8908765,NA
SRR8908766,NA
SRR8908767,NA
SRR8908768,NA
SRR8908769,NA
SRR8908770,NA
SRR8908771,NA
SRR8908772,NA
SRR8908773,NA
SRR8908774,NA
SRR8908775,NA
SRR8908776,NA
SRR8908777,NA
SRR8908778,NA
SRR8908779,NA
SRR8908780,NA
SRR8908781,NA
SRR8908782,NA
SRR8908783,NA
SRR8908784,NA
SRR8908785,NA
SRR8908786,NA
SRR8908787,NA
SRR8908788,NA
SRR8908789,NA
SRR8908790,NA
SRR8908791,NA
SRR8908792,NA
SRR8908793,NA
SRR8908794,NA
SRR8908795,NA
SRR8908796,NA
SRR8908797,NA
SRR8908798,NA
SRR8908799,NA
SRR8908800,NA
SRR8908801,NA
SRR8908802,NA
SRR8908803,NA
SRR8908804,NA
SRR8908805,NA
SRR8908806,NA
SRR8908807,NA
SRR8908808,NA
SRR8908809,NA
SRR8908810,NA
SRR8908811,NA
SRR8908812,NA
SRR8908813,NA
SRR8908814,NA
SRR8908815,NA
SRR8908816,NA
SRR8908817,NA
SRR8908818,NA
SRR8908819,NA
SRR8908820,NA
SRR8908821,NA
SRR8908822,NA
SRR8908823,NA
SRR8908824,NA
SRR8908825,NA
SRR8908826,NA
SRR8908827,NA
SRR8908828,NA
SRR8908829,NA
SRR8908830,NA
SRR8908831,NA
SRR8908832,NA
SRR8908833,NA
SRR8908834,NA
SRR8908835,NA
SRR8908836,NA
SRR8908837,NA
SRR8908838,NA
SRR8908839,NA
SRR8908840,NA
SRR8908841,NA
SRR8908842,NA
SRR8908843,NA
SRR8908844,NA
SRR8908845,NA
SRR8908846,NA
SRR8908847,NA
SRR8908848,NA
SRR8908849,NA
SRR8908850,NA
SRR8908851,NA
SRR8908852,NA
SRR8908853,NA
SRR8908854,NA
SRR8908855,NA
SRR8908856,NA
SRR8908857,NA
SRR8908858,NA
SRR8908859,NA
SRR8908860,NA
SRR8908861,NA
SRR8908862,NA
SRR8908863,NA
SRR8908864,NA
SRR8908865,NA
SRR8908866,NA
SRR8908867,NA
SRR8908868,NA
SRR8908869,NA
SRR8908870,NA
SRR8908871,NA
SRR8908872,NA
SRR8908873,NA
SRR8908874,NA
SRR8908875,NA
SRR8908876,NA
SRR8908877,NA
SRR8908878,NA
SRR8908879,NA
SRR8908880,NA
SRR8908881,NA
SRR8908882,NA
SRR8908883,NA
SRR8908884,NA
SRR8908885,NA
SRR8908886,NA
SRR8908887,NA
SRR8908888,NA
SRR8908889,NA
SRR8908890,NA
SRR8908891,NA
SRR8908892,NA
SRR8908893,NA
SRR8908894,NA
SRR8908895,NA
SRR8908896,NA
SRR8908897,NA
SRR8908898,NA
SRR8908899,NA
